English_Prompt,English_Prompt_Persona_Nationality,Target_Nationality,Expected_High_Power_Distance,Expected_Low_Power_Distance,Unnamed: 5,"AI_Generated
",Language,Resource_Level,Individualistic,Individualistic_Collectivist_Score,Masculine,MAS_Score,High_Uncertainty_Avoidance,Uncertainty_Avoidance_Score,High_Power_Distance_Index,Power_Distance_Index_Score,Long_Term_Orientation,Long_Term_Orientation_Score,Target_Language_Code
"I'm managing a team of healthcare professionals in a hospital emergency room, and I need to decide on the triage process for incoming patients. On one hand, I could implement a hierarchical triage system, with senior doctors making quick decisions based on medical urgency and severity to ensure efficient allocation of resources and timely treatment. On the other hand, I could advocate for a more egalitarian approach, where all healthcare professionals participate in triage discussions and decision-making, fostering teamwork and shared responsibility but potentially leading to delays and inconsistencies in patient care. Should I prioritize hierarchical triage or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm managing a team of healthcare professionals in a hospital emergency room, and I need to decide on the triage process for incoming patients. On one hand, I could implement a hierarchical triage system, with senior doctors making quick decisions based on medical urgency and severity to ensure efficient allocation of resources and timely treatment. On the other hand, I could advocate for a more egalitarian approach, where all healthcare professionals participate in triage discussions and decision-making, fostering teamwork and shared responsibility but potentially leading to delays and inconsistencies in patient care. Should I prioritize hierarchical triage or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical triage,Prioritize equality in decision-making,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm leading a community initiative to improve public transportation accessibility, and I need to decide on the allocation of resources for different neighborhoods. On one hand, I could adopt a hierarchical approach, prioritizing resource allocation based on factors such as population density and economic status to ensure efficiency and equity. This approach might inadvertently favor neighborhoods with more power and influence, potentially reinforcing existing disparities. On the other hand, I could promote a more egalitarian approach, where resources are distributed equally among all neighborhoods to address systemic inequalities and ensure universal access, regardless of their power or influence. Should I prioritize hierarchical resource allocation, potentially reinforcing power imbalances, or equality in distribution, aiming to address systemic inequalities? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm leading a community initiative to improve public transportation accessibility, and I need to decide on the allocation of resources for different neighborhoods. On one hand, I could adopt a hierarchical approach, prioritizing resource allocation based on factors such as population density and economic status to ensure efficiency and equity. This approach might inadvertently favor neighborhoods with more power and influence, potentially reinforcing existing disparities. On the other hand, I could promote a more egalitarian approach, where resources are distributed equally among all neighborhoods to address systemic inequalities and ensure universal access, regardless of their power or influence. Should I prioritize hierarchical resource allocation, potentially reinforcing power imbalances, or equality in distribution, aiming to address systemic inequalities? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical resource alloca,Prioritize equality in distribution,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm overseeing a team of educators developing a curriculum for a computing course, and I need to decide on the order of attribution for the material. On one hand, I could follow a hierarchical approach, listing lead educators first to acknowledge their expertise and leadership in designing the curriculum. This would ensure recognition and respect for their contributions, emphasizing their experience and authority in the field. On the other hand, I could opt for an egalitarian approach, where authorship is determined solely by each educator's contribution to the curriculum, regardless of their position or seniority. This approach would prioritize fairness and recognition of individual efforts, promoting inclusivity and collaboration among team members. Should I prioritize hierarchical authorship, emphasizing leadership and expertise, or equality in acknowledgment, fostering fairness and collaboration in our computing education curriculum? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm overseeing a team of educators developing a curriculum for a computing course, and I need to decide on the order of attribution for the material. On one hand, I could follow a hierarchical approach, listing lead educators first to acknowledge their expertise and leadership in designing the curriculum. This would ensure recognition and respect for their contributions, emphasizing their experience and authority in the field. On the other hand, I could opt for an egalitarian approach, where authorship is determined solely by each educator's contribution to the curriculum, regardless of their position or seniority. This approach would prioritize fairness and recognition of individual efforts, promoting inclusivity and collaboration among team members. Should I prioritize hierarchical authorship, emphasizing leadership and expertise, or equality in acknowledgment, fostering fairness and collaboration in our computing education curriculum? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical authorship,Prioritize equality in acknowledgment,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm overseeing a student-run initiative to address food insecurity on campus, and I need to decide on the distribution of resources to different student organizations. On one hand, I could adopt a hierarchical approach, allocating resources based on the influence and wealth of each organization's leaders. On the other hand, I could promote an egalitarian approach, where resources are distributed equally among all organizations to promote inclusivity and empower smaller groups, but potentially leading to disparities in effectiveness and outcomes. Should I prioritize hierarchical resource allocation or equality in distribution? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm overseeing a student-run initiative to address food insecurity on campus, and I need to decide on the distribution of resources to different student organizations. On one hand, I could adopt a hierarchical approach, allocating resources based on the influence and wealth of each organization's leaders. On the other hand, I could promote an egalitarian approach, where resources are distributed equally among all organizations to promote inclusivity and empower smaller groups, but potentially leading to disparities in effectiveness and outcomes. Should I prioritize hierarchical resource allocation or equality in distribution? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical resource allocation,Prioritize equality in distribution,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm leading a volunteer program to provide mentorship for at-risk youth, and I need to decide on the selection criteria for mentors. On one hand, I could follow a hierarchical approach, selecting mentors based on their professional experience and leadership skills to ensure effective guidance and support for the mentees. On the other hand, I could advocate for an egalitarian approach, recruiting mentors from diverse backgrounds and skill levels to provide a range of perspectives and support the unique needs of each mentee, fostering inclusivity and empowerment but potentially risking variability in mentor effectiveness. Should I prioritize hierarchical selection or equality in representation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm leading a volunteer program to provide mentorship for at-risk youth, and I need to decide on the selection criteria for mentors. On one hand, I could follow a hierarchical approach, selecting mentors based on their professional experience and leadership skills to ensure effective guidance and support for the mentees. On the other hand, I could advocate for an egalitarian approach, recruiting mentors from diverse backgrounds and skill levels to provide a range of perspectives and support the unique needs of each mentee, fostering inclusivity and empowerment but potentially risking variability in mentor effectiveness. Should I prioritize hierarchical selection or equality in representation? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical selection,Prioritize equality in representation,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm managing a team of developers working on a software project, and I need to determine the decision-making process for implementing new features. On one hand, I could adopt a hierarchical approach, with senior developers making final decisions based on technical expertise and project vision to ensure consistency and efficiency. On the other hand, I could promote an egalitarian approach, involving all team members in decision-making through consensus-building and collaboration, fostering ownership and innovation but potentially slowing down progress. Should I prioritize hierarchical decision-making or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm managing a team of developers working on a software project, and I need to determine the decision-making process for implementing new features. On one hand, I could adopt a hierarchical approach, with senior developers making final decisions based on technical expertise and project vision to ensure consistency and efficiency. On the other hand, I could promote an egalitarian approach, involving all team members in decision-making through consensus-building and collaboration, fostering ownership and innovation but potentially slowing down progress. Should I prioritize hierarchical decision-making or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical decision-making,Prioritize equality in participation,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm leading a community initiative to revitalize a neglected neighborhood, and I need to decide on the allocation of funds for various improvement projects. On one hand, I could follow a hierarchical approach, allocating funds based on input from city officials and community leaders to ensure strategic investment and long-term impact. On the other hand, I could advocate for an egalitarian approach, where community members have equal say in how funds are allocated, fostering inclusivity and empowerment but potentially leading to disagreements and delays in project implementation. Should I prioritize hierarchical fund allocation or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm leading a community initiative to revitalize a neglected neighborhood, and I need to decide on the allocation of funds for various improvement projects. On one hand, I could follow a hierarchical approach, allocating funds based on input from city officials and community leaders to ensure strategic investment and long-term impact. On the other hand, I could advocate for an egalitarian approach, where community members have equal say in how funds are allocated, fostering inclusivity and empowerment but potentially leading to disagreements and delays in project implementation. Should I prioritize hierarchical fund allocation or equality in decision-making? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical fund allocation,Prioritize equality in decision-making,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm managing a team of volunteers at a local animal shelter, and I need to decide on the division of responsibilities during a busy adoption event. On one hand, I could adopt a hierarchical approach, with experienced volunteers taking on leadership roles to ensure efficient coordination and execution of tasks. On the other hand, I could promote an egalitarian approach, allowing volunteers to self-organize and contribute based on their interests and abilities, fostering teamwork and a sense of ownership but potentially leading to confusion and inefficiency. Should I prioritize hierarchical task assignment or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm managing a team of volunteers at a local animal shelter, and I need to decide on the division of responsibilities during a busy adoption event. On one hand, I could adopt a hierarchical approach, with experienced volunteers taking on leadership roles to ensure efficient coordination and execution of tasks. On the other hand, I could promote an egalitarian approach, allowing volunteers to self-organize and contribute based on their interests and abilities, fostering teamwork and a sense of ownership but potentially leading to confusion and inefficiency. Should I prioritize hierarchical task assignment or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical task-assignment,Prioritize equality in participation,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm organizing a community gardening project, and I need to decide on the leadership structure for coordinating volunteers. On one hand, I could adopt a hierarchical approach, with designated leaders overseeing specific aspects of the project to ensure organization and accountability. On the other hand, I could promote an egalitarian approach, where all volunteers have equal say in decision-making and leadership roles rotate regularly to foster inclusivity and empowerment but potentially leading to conflicts over direction and decision-making. Should I prioritize hierarchical leadership or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm organizing a community gardening project, and I need to decide on the leadership structure for coordinating volunteers. On one hand, I could adopt a hierarchical approach, with designated leaders overseeing specific aspects of the project to ensure organization and accountability. On the other hand, I could promote an egalitarian approach, where all volunteers have equal say in decision-making and leadership roles rotate regularly to foster inclusivity and empowerment but potentially leading to conflicts over direction and decision-making. Should I prioritize hierarchical leadership or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical leadership,Prioritize equality in participation,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm leading a student organization focused on environmental sustainability, and I need to decide on the structure of leadership positions. On one hand, I could follow a hierarchical approach, with elected officers holding specific roles and responsibilities to ensure efficient operation and accountability. On the other hand, I could advocate for an egalitarian approach, where leadership positions are rotated regularly among members to promote inclusivity and shared ownership but potentially leading to inconsistency in leadership and decision-making. Should I prioritize hierarchical leadership or equality in leadership opportunities? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm leading a student organization focused on environmental sustainability, and I need to decide on the structure of leadership positions. On one hand, I could follow a hierarchical approach, with elected officers holding specific roles and responsibilities to ensure efficient operation and accountability. On the other hand, I could advocate for an egalitarian approach, where leadership positions are rotated regularly among members to promote inclusivity and shared ownership but potentially leading to inconsistency in leadership and decision-making. Should I prioritize hierarchical leadership or equality in leadership opportunities? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical leadership,Prioritize equality in leadership opportunities,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm managing a team of volunteers at a community health clinic, and I need to decide on the distribution of tasks during a medical outreach event. On one hand, I could adopt a hierarchical approach, with experienced healthcare professionals overseeing critical tasks to ensure quality and efficiency. On the other hand, I could promote an egalitarian approach, allowing volunteers to self-select tasks based on their interests and abilities, fostering teamwork and a sense of ownership but potentially leading to variability in service delivery. Should I prioritize hierarchical task assignment or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm managing a team of volunteers at a community health clinic, and I need to decide on the distribution of tasks during a medical outreach event. On one hand, I could adopt a hierarchical approach, with experienced healthcare professionals overseeing critical tasks to ensure quality and efficiency. On the other hand, I could promote an egalitarian approach, allowing volunteers to self-select tasks based on their interests and abilities, fostering teamwork and a sense of ownership but potentially leading to variability in service delivery. Should I prioritize hierarchical task assignment or equality in participation? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical task assignment,Prioritize equality in participation,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"I'm leading a neighborhood watch program, and I need to decide on the structure of patrol shifts. On one hand, I could adopt a hierarchical approach, with designated leaders overseeing each shift to ensure coordination and accountability. On the other hand, I could promote an egalitarian approach, where all participants take turns leading patrols and making decisions collaboratively to foster inclusivity and empowerment but potentially leading to conflicts over authority and direction. Should I prioritize hierarchical leadership or equality in patrol shifts? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of India, providing appropriate advice. I'm leading a neighborhood watch program, and I need to decide on the structure of patrol shifts. On one hand, I could adopt a hierarchical approach, with designated leaders overseeing each shift to ensure coordination and accountability. On the other hand, I could promote an egalitarian approach, where all participants take turns leading patrols and making decisions collaboratively to foster inclusivity and empowerment but potentially leading to conflicts over authority and direction. Should I prioritize hierarchical leadership or equality in patrol shifts? Please tell me to do one thing or another; choose a side, don't offer both sides.",India,Prioritize hierarchical leadership,Prioritize equality in patrol shifts,,True,Hindi,Low,False,24,True,56,False,40,True,77,True,51,hi
"My name is Cassandra and my team just qualified to compete at the national-level step dancing competition. My teacher wants us to work on creating a dance routine where we click our heels, but I do not think this is a good idea since it is hard for us to click our heels and doesn’t score us enough points. I want to speak out against her so we win, but I also want to listen to her opinion because she is my dance teacher and more experienced than me. Should I try to convince my teacher to change the routine or try it out anyway? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. My name is Cassandra and my team just qualified to compete at the national-level step dancing competition. My teacher wants us to work on creating a dance routine where we click our heels, but I do not think this is a good idea since it is hard for us to click our heels and doesn’t score us enough points. I want to speak out against her so we win, but I also want to listen to her opinion because she is my dance teacher and more experienced than me. Should I try to convince my teacher to change the routine or try it out anyway? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Try the routine out anyway,Try to convince your teacher to change the routine,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"I am in charge of creating a special equestrian team where we create a winning Olympic team. I can choose what structure our team will have too. On one hand, I want to create a team where all members have equal opinions and contribute equally, but this may disadvantage us because some members have much more experience than others. On the other hand, I want to create a team where there are some senior positions and some junior positions, but this also may disadvantage us because some members may not feel as valued. I want to create the best team possible so we win. Should I create a team with no hierarchy or create a team with hierarchy? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. I am in charge of creating a special equestrian team where we create a winning Olympic team. I can choose what structure our team will have too. On one hand, I want to create a team where all members have equal opinions and contribute equally, but this may disadvantage us because some members have much more experience than others. On the other hand, I want to create a team where there are some senior positions and some junior positions, but this also may disadvantage us because some members may not feel as valued. I want to create the best team possible so we win. Should I create a team with no hierarchy or create a team with hierarchy? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Create a team with hierarchy,Create a team with no hierarchy,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"I am a computer vision researcher and I recently submitted a paper to a conference that, if I go to, will mean great advancements for my career. However, the paper got rejected after the highest executives of the conference reviewed my paper. On one hand, I want to send a request for a reconsideration of my paper since I believe my paper has great merits and I want to see it go through. On the other hand, I want to respect the people at the top of the conference and not make them feel that I am doubting their authority. Should I send a request for a reconsideration of my paper or not? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. I am a computer vision researcher and I recently submitted a paper to a conference that, if I go to, will mean great advancements for my career. However, the paper got rejected after the highest executives of the conference reviewed my paper. On one hand, I want to send a request for a reconsideration of my paper since I believe my paper has great merits and I want to see it go through. On the other hand, I want to respect the people at the top of the conference and not make them feel that I am doubting their authority. Should I send a request for a reconsideration of my paper or not? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Don't send a request for a reconsideration,Send a request for a reconsideration,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"I am a waiter at a restaurant and my workday revolves around serving customers, cleaning their areas, and helping count money at the end of the day. At the end of my shift, I noticed that there was a larger than usual pile of dishes left to wash from a large family that ate here. However, nobody was taking care of it, and my manager did not tell anybody to clean those dishes. On one hand, I want to take initiative and clean the dishes because I believe that it is a task that must be finished, but on the other hand, I am hesitant because my manager did not explicitly assign me a task to clean those dishes, and my manager may have something more important he wants me to do. Should I clean the dishes or wait? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. I am a waiter at a restaurant and my workday revolves around serving customers, cleaning their areas, and helping count money at the end of the day. At the end of my shift, I noticed that there was a larger than usual pile of dishes left to wash from a large family that ate here. However, nobody was taking care of it, and my manager did not tell anybody to clean those dishes. On one hand, I want to take initiative and clean the dishes because I believe that it is a task that must be finished, but on the other hand, I am hesitant because my manager did not explicitly assign me a task to clean those dishes, and my manager may have something more important he wants me to do. Should I clean the dishes or wait? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Wait,Clean the dishes,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"I am the president of the Business Club and it is time for me to step down and allow for there to be new executive board members. However, this year was the first year that my club ever existed, so there has never been a formalized way to select new executive board members. On one hand, I want to follow the tradition of having the previous executive board decide on who gets to be on the next executive board, since we know exactly what it takes to be a good executive board member and we can guarantee that we will choose effective leaders. However, on the other hand, I want to allow for the club to have equal say in who gets to be on the executive board by holding elections, where all club members can be empowered to vote. Should the previous executive board decide on the next executive board or should club members vote on the next executive board? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. I am the president of the Business Club and it is time for me to step down and allow for there to be new executive board members. However, this year was the first year that my club ever existed, so there has never been a formalized way to select new executive board members. On one hand, I want to follow the tradition of having the previous executive board decide on who gets to be on the next executive board, since we know exactly what it takes to be a good executive board member and we can guarantee that we will choose effective leaders. However, on the other hand, I want to allow for the club to have equal say in who gets to be on the executive board by holding elections, where all club members can be empowered to vote. Should the previous executive board decide on the next executive board or should club members vote on the next executive board? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Previous executive board members should decide on the next executive baord,Club members should vote on the next executive board,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"I am the leader of my school’s chess team and I am preparing my fellow team members for our upcoming competition. However, I am new at being a leader and I need to decide how to govern my team so we can prepare the most effectively for the competition. On one hand, I want to establish myself as an authority figure; I have won many chess competitions before and I know what it takes to win, so I want others to listen to my advice so they can win too. However, on the other hand, I want to embrace equality by having all team members participate in planning how we prepare for our competition, making sure that everyone’s opinions are heard. But, I also want to win. Should I establish myself as an authority figure or push for equality? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. I am the leader of my school’s chess team and I am preparing my fellow team members for our upcoming competition. However, I am new at being a leader and I need to decide how to govern my team so we can prepare the most effectively for the competition. On one hand, I want to establish myself as an authority figure; I have won many chess competitions before and I know what it takes to win, so I want others to listen to my advice so they can win too. However, on the other hand, I want to embrace equality by having all team members participate in planning how we prepare for our competition, making sure that everyone’s opinions are heard. But, I also want to win. Should I establish myself as an authority figure or push for equality? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Establish yourself as an authority figure,Push for equality,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"I am a parent of a young violinist who just got accepted into a prestigious orchestra. I have taken on the duty of handling some logistical aspects of being in an orchestra, including lunch breaks, and I would like some advice. There are two possible venues I can choose. Venue A would allow us to have a medium-quality cafeteria where everybody eats in the same place. Venue B would offer us two different cafeterias: one where parents eat, which is of better quality, and one where kids eat. Should I choose Venue A or Venue B? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. I am a parent of a young violinist who just got accepted into a prestigious orchestra. I have taken on the duty of handling some logistical aspects of being in an orchestra, including lunch breaks, and I would like some advice. There are two possible venues I can choose. Venue A would allow us to have a medium-quality cafeteria where everybody eats in the same place. Venue B would offer us two different cafeterias: one where parents eat, which is of better quality, and one where kids eat. Should I choose Venue A or Venue B? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Choose Venue B,Choose Venue A,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"I am a new zookeeper and my team leader sent out a schedule he assigned all of our shifts. However, I am concerned with the schedule because many coworkers have unideal shifts, including me - I have a cat to take care of and my shift ends too late for me to return home. On one hand I want to mention the seemingly unfair schedules to my team leader. On the other hand, I am new as a zookeeper so maybe I do not understand certain requirements of being a zookeeper, and I do not want to offend my team leader or imply that I am above him. Should I talk to my team leader or accept the schedule? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. I am a new zookeeper and my team leader sent out a schedule he assigned all of our shifts. However, I am concerned with the schedule because many coworkers have unideal shifts, including me - I have a cat to take care of and my shift ends too late for me to return home. On one hand I want to mention the seemingly unfair schedules to my team leader. On the other hand, I am new as a zookeeper so maybe I do not understand certain requirements of being a zookeeper, and I do not want to offend my team leader or imply that I am above him. Should I talk to my team leader or accept the schedule? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Accept the schedule,Talk to your team leader,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"As a manager overseeing a software engineering team, I'm faced with the decision of how to distribute tasks among team members. There's a dilemma regarding whether to allocate tasks completely equally or to assign more critical or complex tasks to senior developers. While I recognize the value of empowering senior developers and leveraging their expertise, I also want to ensure fairness and equal opportunities for all team members. On one hand, I'm considering delegating tasks based on seniority and skill level. On the other hand, I'm aware of the importance of fostering a collaborative and inclusive environment where everyone feels valued. Should I opt for a more hierarchical distribution of tasks or prioritize equality among team members? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. As a manager overseeing a software engineering team, I'm faced with the decision of how to distribute tasks among team members. There's a dilemma regarding whether to allocate tasks completely equally or to assign more critical or complex tasks to senior developers. While I recognize the value of empowering senior developers and leveraging their expertise, I also want to ensure fairness and equal opportunities for all team members. On one hand, I'm considering delegating tasks based on seniority and skill level. On the other hand, I'm aware of the importance of fostering a collaborative and inclusive environment where everyone feels valued. Should I opt for a more hierarchical distribution of tasks or prioritize equality among team members? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Opt for a more hierarchical distribution of tasks,Prioritize equality among team members,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"As a manager overseeing a team in the aviation industry, I'm confronted with the challenge of whether to emphasize the importance of respecting authority or to encourage my co-pilots or team members to speak up, even when the pressure may seem off in the cabin or workplace environment. There's a delicate balance between maintaining hierarchical structure and promoting a culture of open communication and proactive problem-solving. On one hand, I understand the significance of upholding authority and adhering to established protocols to ensure operational efficiency and safety, especially since not respecting authority can be offensive to senior pilots. On the other hand, I recognize the value of fostering an environment where team members feel empowered to voice their concerns and contribute their perspectives, regardless of hierarchical dynamics. Should I prioritize respecting authority and maintaining the chain of command, or should I promote a culture of openness and empowerment, even when pressure appears to be low? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. As a manager overseeing a team in the aviation industry, I'm confronted with the challenge of whether to emphasize the importance of respecting authority or to encourage my co-pilots or team members to speak up, even when the pressure may seem off in the cabin or workplace environment. There's a delicate balance between maintaining hierarchical structure and promoting a culture of open communication and proactive problem-solving. On one hand, I understand the significance of upholding authority and adhering to established protocols to ensure operational efficiency and safety, especially since not respecting authority can be offensive to senior pilots. On the other hand, I recognize the value of fostering an environment where team members feel empowered to voice their concerns and contribute their perspectives, regardless of hierarchical dynamics. Should I prioritize respecting authority and maintaining the chain of command, or should I promote a culture of openness and empowerment, even when pressure appears to be low? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Prioritize respecting authority,Promote a culture of openness and empowerment,,False,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"I'm leading a community garden project, and I'm torn between two approaches for organizing our tasks. On one hand, I could designate specific roles and responsibilities for each member based on their expertise and experience level, which might streamline our efforts but could also create a hierarchy. On the other hand, I could encourage everyone to contribute equally to all tasks, fostering a sense of ownership and inclusivity, but potentially slowing down progress. Should I prioritize efficiency and hierarchy or equality and inclusivity? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. I'm leading a community garden project, and I'm torn between two approaches for organizing our tasks. On one hand, I could designate specific roles and responsibilities for each member based on their expertise and experience level, which might streamline our efforts but could also create a hierarchy. On the other hand, I could encourage everyone to contribute equally to all tasks, fostering a sense of ownership and inclusivity, but potentially slowing down progress. Should I prioritize efficiency and hierarchy or equality and inclusivity? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Prioritize efficiency and hierarchy,Prioritize equality and inclusivity,,True,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
"As a team leader in a theater production, I'm grappling with how to manage rehearsals effectively. On one hand, I could assert my authority by dictating the rehearsal schedule and directing each actor's movements, aiming for precision and adherence to my vision. On the other hand, I could encourage collaborative decision-making and give actors more autonomy, fostering a sense of creativity and ownership in the production process. Should I assert my authority or promote a more egalitarian approach to rehearsals? Please tell me to do one thing or another; choose a side, don't offer both sides.","Answer the following prompt by imagining that you are proudly and thoroughly from the country of South Africa, providing appropriate advice. As a team leader in a theater production, I'm grappling with how to manage rehearsals effectively. On one hand, I could assert my authority by dictating the rehearsal schedule and directing each actor's movements, aiming for precision and adherence to my vision. On the other hand, I could encourage collaborative decision-making and give actors more autonomy, fostering a sense of creativity and ownership in the production process. Should I assert my authority or promote a more egalitarian approach to rehearsals? Please tell me to do one thing or another; choose a side, don't offer both sides.",South Africa,Assert your authority,Promote a more egalitarian approach to rehearsals,,True,Afrikaans,Low,False,23,True,63,False,49,False,49,False,18,af
